location,building_type,floor_count,orientation,facade_area_sqm,budget_level,max_cost_per_sqm,required_u_value,required_shgc,required_vlt,acoustic_requirement,fire_rating_requirement,aesthetic_preference,thermal_insulation_required,wind_load_level,climate_zone,avg_temp_c,avg_humidity_pct,avg_rainfall_mm,solar_exposure,material_id,material_type,material_subtype,cost_per_sqm,installation_cost_per_sqm,material_u_value,material_shgc,material_vlt_percent,fire_rating,durability_years,maintenance_freq_per_year,acoustic_rating_rw,water_absorption_pct,material_density_kgm3,recommended_climates,surface_reflectivity_pct,material_lifespan_years,total_material_cost,total_installation_cost,total_cost_estimate,thermal_gap_u_value,thermal_gap_shgc,budget_fit_flag,aesthetic_match_flag,fire_safety_match_flag,climate_match_flag,suitability_score
Kurnool,Commercial,13,south,1325,high,195,1.7,0.39,47,yes,A2,glass,required,high,hot,29,72,1150,high,M91,glass,igu,97,38,1.1,0.35,50,A2,26,1.2,35,0.4,2450,hot,28,30,128525,50350,178875,0.6,0.04,1,1,1,1,91
Panna,Hospital,15,east,1450,high,245,1.3,0.26,37,yes,A1,glass,required,high,hot,28,69,950,high,M76,glass,reflective,133,44,0.9,0.27,35,A2,27,1.4,37,0.2,2520,"coastal,hot",45,36,192850,63800,256650,0.4,0.01,1,1,0,1,74
Goa,Hospital,6,east,1100,medium,140,1.4,0.25,35,yes,A1,glass,required,high,coastal,26,85,3000,medium,M7,glass,laminated,123,38,1,0.25,40,B,22,1.2,36,0.2,2600,coastal,30,32,135300,41800,177100,0.4,0,1,1,0,1,74
Kurnool,Commercial,13,south,1325,high,195,1.7,0.39,47,yes,A2,glass,required,high,hot,29,72,1150,high,M91,glass,igu,97,38,1.1,0.35,50,A2,26,1.2,35,0.4,2450,hot,28,30,128525,50350,178875,0.6,0.04,1,1,1,1,91
Mandsaur,Industrial,6,west,625,low,105,2.6,0.57,63,no,C,composite,not required,avg,hot,27,60,850,medium,M207,composite,fiber cement,65,25,2.3,0,0,C,22,1.3,31,1.7,1680,moderate,24,28,40625,15625,56250,0.3,0.57,1,0,1,0,68
Rajkot,Industrial,3,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,31,55,650,high,M10,stone,sandstone,131,26,1.95,0,0,C,45,0.4,27,3,2200,"hot,cold",12,55,45850,9100,54950,0.25,0.46,0,1,1,1,70
Dombivli,Residential,9,north,875,low,88,2.4,0.55,62,no,B,stone,required,avg,moderate,27,72,2200,medium,M225,stone,quartzite,79,29,1.95,0,0,A1,38,0.7,30,1.1,2620,moderate,20,50,69125,25375,94500,0.45,0.55,1,1,0,1,66
Quthbullapur,Hospital,15,east,1475,high,245,1.4,0.27,38,yes,A1,glass,required,high,hot,28,69,1050,high,M167,glass,reflective,104,45,0.9,0.26,34,A2,27,1.4,37,0.2,2550,"coastal,hot",45,36,153400,66375,219775,0.5,0.01,1,1,0,1,73
Faridabad,Residential,8,north,775,low,86,2.8,0.59,65,no,B,composite,required,avg,hot,29,60,700,high,M223,composite,hpl,60,25,2.05,0,0,A1,20,1.5,34,1.9,1700,moderate,27,25,46500,19375,65875,0.75,0.59,1,0,0,0,42
Udaipur,Residential,13,north,825,medium,135,2.1,0.48,56,no,B,terracotta,not required,avg,hot,28,52,550,high,M12,terracotta,gfrc,117,29,2.7,0,0,A2,32,1.2,26,2.5,2000,moderate,18,38,96525,23925,120450,0.6,0.48,1,0,0,0,45
Adilabad,Hospital,14,east,1375,high,240,1.3,0.27,38,yes,A1,glass,required,high,hot,28,70,1100,high,M210,glass,reflective,163,44,0.95,0.28,36,B,28,1.4,37,0.2,2550,"coastal,hot",45,38,224125,60500,284625,0.35,0.01,1,1,0,1,75
Bijapur,Industrial,7,west,725,medium,135,2.3,0.52,59,no,C,composite,not required,avg,hot,28,62,650,high,M95,composite,fiber,65,24,2.25,0,0,B,22,1.2,30,1.9,1680,hot,24,28,47125,17400,64525,0.05,0.52,1,0,0,1,62
Shivaji Nagar,Industrial,7,west,675,low,108,2.6,0.57,63,no,C,composite,not required,avg,hot,27,68,850,medium,M187,composite,acp,45,27,2.25,0,0,A2,21,1.3,32,1.8,1850,moderate,25,26,30375,18225,48600,0.35,0.57,1,0,0,0,47
Gorakhpur,Industrial,8,west,750,low,110,2.4,0.53,58,no,C,composite,not required,avg,moderate,24,72,1050,medium,M38,composite,acp,32,28,2.5,0,0,A2,20,1,30,1.2,2000,moderate,22,28,24000,21000,45000,0.1,0.53,1,0,0,1,61
Jalgaon,Residential,4,north,425,low,68,2.8,0.6,70,no,B,stone,required,avg,hot,29,61,700,medium,M16,stone,marble,129,35,1.7,0,0,C,38,0.6,24,0.4,2700,hot,20,52,54825,14875,69700,1.1,0.6,0,1,0,1,37
Bidhannagar,Residential,8,north,800,low,88,2.4,0.54,61,no,B,stone,required,avg,moderate,27,75,1600,medium,M205,stone,quartz,121,28,2,0,0,C,38,0.6,29,1.1,2650,"moderate,cold",20,50,96800,22400,119200,0.4,0.54,0,1,0,1,47
Kasganj,Hospital,14,east,1325,medium,155,1.5,0.32,40,yes,A1,glass,required,high,moderate,25,69,1080,medium,M41,glass,dg,103,45,0.85,0.25,38,A2,26,1.2,36,0.2,2300,"coastal,hot",40,34,136475,59625,196100,0.65,0.07,1,1,0,0,60
Faridkot,Residential,8,north,650,low,70,2.7,0.59,64,no,B,terracotta,required,avg,hot,28,69,990,medium,M51,terracotta,cladding,128,30,2.7,0,0,A2,35,0.9,28,3,1900,hot,15,40,83200,19500,102700,0,0.59,0,1,0,1,52
Bhiwandi,Commercial,15,south,1400,medium,165,1.8,0.39,48,yes,A2,glass,required,high,hot,29,72,2200,high,M214,glass,low-e,118,41,1.2,0.36,49,C,26,1.1,35,0.4,2500,"hot,coastal",27,33,165200,57400,222600,0.6,0.03,1,1,0,1,71
Satna,Industrial,4,west,475,medium,135,2.7,0.58,63,no,C,stone,required,avg,hot,30,67,1050,medium,M77,stone,limestone,141,28,2.1,0,0,C,40,0.5,27,2.2,2350,moderate,24,52,66975,13300,80275,0.6,0.58,0,1,1,0,54
Vizianagaram,Commercial,18,south,1625,high,225,1.7,0.39,47,yes,A2,metal,not required,high,hot,28,73,1100,high,M179,metal,stainless,109,28,3,0,0,A2,45,0.4,33,0.3,7950,"hot,cold",48,58,177125,45500,222625,1.3,0.39,1,1,1,1,77
Panna,Hospital,15,east,1450,high,245,1.3,0.26,37,yes,A1,glass,required,high,hot,28,69,950,high,M76,glass,reflective,104,44,0.9,0.27,35,A2,27,1.4,37,0.2,2520,"coastal,hot",45,36,150800,63800,214600,0.4,0.01,1,1,0,1,74
Jalandhar,Industrial,5,west,575,medium,135,2.7,0.58,64,no,C,stone,required,avg,hot,27,70,900,medium,M201,stone,limestone,142,28,2.1,0,0,A1,42,0.5,28,2.4,2350,moderate,24,55,81650,16100,97750,0.6,0.58,0,1,0,0,34
Bid,Hospital,10,east,1125,medium,145,1.5,0.3,41,yes,A1,glass,not required,high,hot,29,71,750,high,M15,glass,dg,172,48,0.8,0.22,36,A2,27,1,39,0.05,2300,"coastal,hot",38,34,193500,54000,247500,0.7,0.08,0,1,0,1,49
Lucknow,Industrial,3,west,400,low,55,2.4,0.52,62,no,C,terracotta,not required,low,moderate,27,62,1000,medium,M12,terracotta,gfrc,118,29,2.7,0,0,B,32,1.2,26,2.5,2000,moderate,18,38,47200,11600,58800,0.3,0.52,0,0,0,1,39
Hubli,Commercial,18,south,1600,medium,178,1.7,0.39,47,yes,A2,louvers,required,high,hot,28,70,1100,high,M198,louvers,galvanized,109,33,3.6,0,0,B,24,2.5,31,0.8,2850,hot,43,35,174400,52800,227200,1.9,0.39,1,0,0,1,44
Patna,Residential,10,north,750,low,65,2.8,0.6,70,no,B,metal,not required,low,moderate,27,70,1400,low,M18,metal,stainless,80,18,2.9,0,0,C,50,0.3,30,0.2,8000,"moderate,cold",50,60,60000,13500,73500,0.1,0.6,0,1,0,1,50
Rewa,Commercial,19,south,1725,high,220,1.8,0.4,48,yes,A2,metal,not required,high,hot,28,70,900,high,M78,metal,stainless,99,27,2.95,0,0,B,46,0.4,32,0.3,7950,"hot,cold",48,58,170775,46575,217350,1.15,0.4,1,1,0,1,59
Pali,Residential,9,north,875,low,89,2.4,0.55,62,no,B,stone,required,avg,hot,28,55,500,high,M172,stone,quartz,86,28,2,0,0,A1,38,0.6,29,1.1,2650,hot,20,50,75250,24500,99750,0.4,0.55,1,1,0,1,67
Adilabad,Hospital,14,east,1375,high,240,1.3,0.27,38,yes,A1,glass,required,high,hot,28,70,1100,high,M210,glass,reflective,163,44,0.95,0.28,36,B,28,1.4,37,0.2,2550,"coastal,hot",45,38,224125,60500,284625,0.35,0.01,1,1,0,1,75
Aligarh,Industrial,4,west,500,low,100,2.7,0.55,61,no,C,composite,not required,avg,moderate,25,64,900,medium,M34,composite,hpl,65,23,2.1,0,0,C,24,1,29,0.7,2000,moderate,21,24,32500,11500,44000,0.6,0.55,1,0,1,1,74
Pimpri,Residential,9,north,850,low,90,2.5,0.56,62,no,B,terracotta,required,low,moderate,26,68,750,medium,M219,terracotta,cladding,126,31,2.85,0,0,B,36,1,29,3,2100,hot,18,45,107100,26350,133450,0.35,0.56,0,1,1,0,57
Faridkot,Residential,8,north,650,low,70,2.7,0.59,64,no,B,terracotta,required,avg,hot,28,69,990,medium,M51,terracotta,cladding,128,30,2.7,0,0,A2,35,0.9,28,3,1900,hot,15,40,83200,19500,102700,0,0.59,0,1,0,1,52
Prayagraj,Residential,8,north,750,low,85,2.5,0.56,62,no,B,terracotta,required,low,hot,28,68,1000,medium,M229,terracotta,panel,122,33,2.85,0,0,B,36,1,28,3.1,2100,hot,17,45,91500,24750,116250,0.35,0.56,0,1,1,1,67
Amritsar,Commercial,19,south,1900,medium,170,1.7,0.4,47,yes,A2,louvers,required,high,cold,24,60,700,low,M25,louvers,aluminum,119,30,3.8,0,0,C,18,3,29,0.9,2750,"cold,moderate",42,28,226100,57000,283100,2.1,0.4,1,0,0,1,44
Salem,Residential,6,north,550,low,65,2.7,0.6,68,no,B,terracotta,required,low,hot,29,66,750,medium,M30,terracotta,cladding,103,32,2.75,0,0,A2,36,0.9,26,3.2,1950,hot,15,44,56650,17600,74250,0.05,0.6,0,1,0,1,51
Sangrur,Industrial,6,west,700,low,120,2.3,0.52,58,no,C,stone,required,low,hot,29,67,850,medium,M53,stone,sandstone,118,26,2.1,0,0,B,38,0.7,30,1.2,2300,hot,20,50,82600,18200,100800,0.2,0.52,1,1,0,1,70
Mandsaur,Industrial,6,west,625,low,105,2.6,0.57,63,no,C,composite,not required,avg,hot,27,60,850,medium,M207,composite,fiber cement,65,25,2.3,0,0,C,22,1.3,31,1.7,1680,moderate,24,28,40625,15625,56250,0.3,0.57,1,0,1,0,68
Shrirampur,Commercial,17,south,1575,medium,172,1.7,0.39,47,yes,A2,louvers,required,high,hot,28,71,1150,high,M165,louvers,zinc,81,32,3.5,0,0,C,23,2.4,30,0.7,2900,hot,40,33,127575,50400,177975,1.8,0.39,1,0,0,1,44
Hubli,Commercial,18,south,1600,medium,178,1.7,0.39,47,yes,A2,louvers,required,high,hot,28,70,1100,high,M198,louvers,galvanized,109,33,3.6,0,0,B,24,2.5,31,0.8,2850,hot,43,35,174400,52800,227200,1.9,0.39,1,0,0,1,44
Sangrur,Industrial,6,west,700,low,120,2.3,0.52,58,no,C,stone,required,low,hot,29,67,850,medium,M53,stone,sandstone,118,26,2.1,0,0,B,38,0.7,30,1.2,2300,hot,20,50,82600,18200,100800,0.2,0.52,1,1,0,1,70
Kanayannur,Industrial,6,west,650,low,110,2.6,0.57,63,no,C,composite,not required,avg,hot,29,78,3000,medium,M197,composite,hpl,53,26,2.2,0,0,B,21,1.3,32,1.8,1850,coastal,25,26,34450,16900,51350,0.4,0.57,1,0,0,0,47
Jalgaon,Residential,4,north,425,low,68,2.8,0.6,70,no,B,stone,required,avg,hot,29,61,700,medium,M16,stone,marble,129,35,1.7,0,0,C,38,0.6,24,0.4,2700,hot,20,52,54825,14875,69700,1.1,0.6,0,1,0,1,37
Pali,Residential,9,north,875,low,89,2.4,0.55,62,no,B,stone,required,avg,hot,28,55,500,high,M172,stone,quartz,86,28,2,0,0,A1,38,0.6,29,1.1,2650,hot,20,50,75250,24500,99750,0.4,0.55,1,1,0,1,67
Belgaum,Industrial,8,west,725,low,85,2.5,0.55,62,no,C,composite,required,low,moderate,24,67,950,medium,M14,composite,acp,38,20,2.1,0,0,B,16,1,33,1.9,1600,moderate,25,18,27550,14500,42050,0.4,0.55,1,0,0,1,57
Shahjahanpur,Residential,10,north,850,low,85,2.3,0.54,60,no,B,terracotta,required,avg,hot,27,65,980,medium,M40,terracotta,cladding,149,25,2.7,0,0,A2,34,0.8,29,1.5,2200,hot,18,38,126650,21250,147900,0.4,0.54,0,1,0,1,47
Bokaro,Commercial,18,south,1650,high,215,1.6,0.36,48,yes,A2,glass,required,high,hot,29,70,1200,high,M136,glass,laminated,179,40,1,0.33,37,B,28,1,36,0.4,2450,hot,30,30,295350,66000,361350,0.6,0.03,1,1,0,1,71
Mysore,Residential,10,north,900,low,92,2.4,0.54,61,no,B,stone,required,avg,moderate,25,70,950,medium,M215,stone,granite,113,28,1.95,0,0,B,39,0.7,30,1,2600,moderate,20,52,101700,25200,126900,0.45,0.54,0,1,1,1,66
Nanded,Commercial,20,south,1975,high,220,1.7,0.4,47,yes,A2,composite,required,high,hot,28,66,950,medium,M19,composite,hpl,44,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,86900,65175,152075,0.3,0.4,1,0,0,0,50
Nanded,Commercial,20,south,1975,high,220,1.7,0.4,47,yes,A2,composite,required,high,hot,28,66,950,medium,M19,composite,hpl,44,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,86900,65175,152075,0.3,0.4,1,0,0,0,50
Chikmagalur,Residential,10,north,975,medium,145,2.2,0.5,56,no,B,louvers,not required,avg,moderate,23,76,1850,low,M101,louvers,aluminum,112,29,3.6,0,0,C,19,2.6,30,0.8,2780,"cold,moderate",44,30,109200,28275,137475,1.4,0.5,1,0,0,1,44
Nanded,Commercial,20,south,1975,high,220,1.7,0.4,47,yes,A2,composite,required,high,hot,28,66,950,medium,M19,composite,hpl,51,33,2,0,0,A2,20,1.6,35,2.2,1500,coastal,26,24,100725,65175,165900,0.3,0.4,1,0,1,0,70
Tirupati,Hospital,14,east,1425,medium,165,1.5,0.29,39,yes,A1,metal,required,high,hot,28,71,1050,high,M89,metal,galvanized,91,31,3.3,0,0,A2,24,1.7,32,0.6,2700,"hot,coastal",38,32,129675,44175,173850,1.8,0.29,1,1,0,1,56
Malda,Industrial,5,west,475,low,105,2.5,0.56,60,no,C,stone,required,avg,hot,28,72,900,medium,M139,stone,granite,99,25,2,0,0,A2,40,0.6,28,1.9,2200,hot,20,50,47025,11875,58900,0.5,0.56,1,1,0,1,65
Katni,Industrial,5,west,550,low,110,2.9,0.6,66,no,C,terracotta,required,low,hot,29,69,1000,high,M81,terracotta,panel,89,36,2.85,0,0,B,35,1,29,3.2,2120,hot,17,45,48950,19800,68750,0.05,0.6,1,1,0,1,71
Faridkot,Residential,8,north,650,low,70,2.7,0.59,64,no,B,terracotta,required,avg,hot,28,69,990,medium,M51,terracotta,cladding,128,30,2.7,0,0,A2,35,0.9,28,3,1900,hot,15,40,83200,19500,102700,0,0.59,0,1,0,1,52
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,183,15,2.4,0,0,A1,28,0.7,32,1.6,1700,hot,30,20,187575,15375,202950,0.4,0.45,0,0,0,0,28
Salem,Residential,6,north,550,low,65,2.7,0.6,68,no,B,terracotta,required,low,hot,29,66,750,medium,M30,terracotta,cladding,103,32,2.75,0,0,A2,36,0.9,26,3.2,1950,hot,15,44,56650,17600,74250,0.05,0.6,0,1,0,1,51
Nanded,Commercial,20,south,1975,high,220,1.7,0.4,47,yes,A2,composite,required,high,hot,28,66,950,medium,M19,composite,hpl,44,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,86900,65175,152075,0.3,0.4,1,0,0,0,50
Ahmedabad,Commercial,18,south,1600,high,220,1.7,0.4,48,yes,A2,composite,not required,high,hot,31,50,500,high,M9,composite,hpl,48,32,1.9,0,0,B,18,1.8,34,1.8,1400,hot,28,22,76800,51200,128000,0.2,0.4,1,0,0,1,62
Pimpri,Residential,9,north,850,low,90,2.5,0.56,62,no,B,terracotta,required,low,moderate,26,68,750,medium,M219,terracotta,cladding,126,31,2.85,0,0,B,36,1,29,3,2100,hot,18,45,107100,26350,133450,0.35,0.56,0,1,1,0,57
Varanasi,Commercial,17,south,1650,high,240,1.7,0.4,45,yes,A2,composite,required,high,hot,27,69,1200,medium,M4,composite,acp,30,30,1.8,0,0,B,15,1.5,30,2,1800,moderate,30,20,49500,49500,99000,0.1,0.4,1,0,0,0,53
Mumbai,Commercial,15,south,1200,medium,150,1.8,0.4,45,yes,A2,glass,required,high,coastal,28,75,2200,high,M1,glass,low-e,176,40,1.2,0.35,50,A1,25,1,35,0.5,2500,"coastal,hot",25,30,211200,48000,259200,0.6,0.05,0,1,0,1,51
Haora,Residential,9,north,850,low,90,2.4,0.55,62,no,B,stone,required,avg,moderate,27,75,1450,medium,M195,stone,marble,123,30,1.95,0,0,A1,40,0.6,30,0.9,2700,"moderate,cold",22,52,104550,25500,130050,0.45,0.55,0,1,0,1,46
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,38,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,56050,47200,103250,0.2,0.41,1,0,0,0,51
Jhansi,Commercial,14,south,1325,medium,160,1.9,0.41,49,yes,A2,glass,required,high,hot,28,65,850,high,M70,glass,low-e,140,40,1.25,0.38,47,A1,25,1.2,36,0.45,2480,"hot,coastal",26,34,185500,53000,238500,0.65,0.03,1,1,0,1,70
Bijapur,Industrial,7,west,725,medium,135,2.3,0.52,59,no,C,composite,not required,avg,hot,28,62,650,high,M95,composite,fiber,65,24,2.25,0,0,B,22,1.2,30,1.9,1680,hot,24,28,47125,17400,64525,0.05,0.52,1,0,0,1,62
Kadapa,Residential,7,north,675,low,85,2.8,0.59,65,no,B,composite,not required,avg,hot,28,68,750,medium,M213,composite,hpl,53,24,2.05,0,0,A2,20,1.5,34,1.9,1650,moderate,27,25,35775,16200,51975,0.75,0.59,1,0,0,0,42
Malda,Industrial,5,west,475,low,105,2.5,0.56,60,no,C,stone,required,avg,hot,28,72,900,medium,M139,stone,granite,99,25,2,0,0,A2,40,0.6,28,1.9,2200,hot,20,50,47025,11875,58900,0.5,0.56,1,1,0,1,65
Surat,Industrial,2,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,30,72,1300,high,M16,stone,marble,107,35,1.7,0,0,B,38,0.6,24,0.4,2700,hot,20,52,37450,12250,49700,0.5,0.46,1,1,0,1,67
Varanasi,Commercial,17,south,1650,high,240,1.7,0.4,45,yes,A2,composite,required,high,hot,27,69,1200,medium,M4,composite,acp,43,30,1.8,0,0,A2,15,1.5,30,2,1800,moderate,30,20,70950,49500,120450,0.1,0.4,1,0,1,0,73
Raichur,Residential,10,north,950,low,95,2.5,0.56,62,no,B,terracotta,required,low,hot,30,65,900,high,M166,terracotta,cladding,70,33,2.8,0,0,C,36,0.9,28,3.1,2100,hot,17,44,66500,31350,97850,0.3,0.56,1,1,0,1,68
Jalandhar,Industrial,5,west,575,medium,135,2.7,0.58,64,no,C,stone,required,avg,hot,27,70,900,medium,M201,stone,limestone,142,28,2.1,0,0,A1,42,0.5,28,2.4,2350,moderate,24,55,81650,16100,97750,0.6,0.58,0,1,0,0,34
Etah,Residential,8,north,725,low,95,2.6,0.57,63,no,B,louvers,not required,avg,hot,29,66,920,high,M40,louvers,aluminum,74,30,3.5,0,0,B,20,2.5,29,0.9,2750,"cold,moderate",42,28,53650,21750,75400,0.9,0.57,1,0,1,0,60
Chandannagar,Hospital,13,east,1325,high,240,1.5,0.27,38,yes,A1,glass,required,high,moderate,26,75,1450,high,M177,glass,reflective,125,44,0.95,0.28,35,A2,28,1.4,37,0.2,2550,"coastal,hot",45,38,165625,58300,223925,0.55,0.01,1,1,0,0,62
Coimbatore,Industrial,7,west,650,medium,115,2.1,0.48,55,no,C,composite,not required,avg,hot,28,68,1400,high,M29,composite,fiber,79,24,2.2,0,0,B,20,1.2,30,2.1,1650,moderate,22,25,51350,15600,66950,0.1,0.48,1,0,0,0,52
Rampur,Industrial,5,west,550,medium,125,2.4,0.52,59,no,C,terracotta,required,low,moderate,24,71,1020,low,M38,terracotta,baguette,116,28,2.8,0,0,C,35,1.1,27,3.2,1900,hot,15,40,63800,15400,79200,0.4,0.52,1,1,1,0,77
Adilabad,Hospital,14,east,1375,high,240,1.3,0.27,38,yes,A1,glass,required,high,hot,28,70,1100,high,M210,glass,reflective,163,44,0.95,0.28,36,B,28,1.4,37,0.2,2550,"coastal,hot",45,38,224125,60500,284625,0.35,0.01,1,1,0,1,75
Quthbullapur,Hospital,15,east,1475,high,245,1.4,0.27,38,yes,A1,glass,required,high,hot,28,69,1050,high,M167,glass,reflective,104,45,0.9,0.26,34,A2,27,1.4,37,0.2,2550,"coastal,hot",45,36,153400,66375,219775,0.5,0.01,1,1,0,1,73
Meerut,Hospital,9,north,900,high,210,1.3,0.3,41,yes,A1,metal,required,high,hot,30,72,1200,high,M33,metal,aluminum,70,30,3.3,0,0,A2,22,2,31,0.8,2700,hot,25,28,63000,27000,90000,2,0.3,1,1,0,1,56
Kallakurichi,Commercial,15,south,1420,medium,165,1.8,0.39,48,yes,A2,glass,required,high,hot,29,70,1150,high,M184,glass,low-e,168,42,1.2,0.36,49,A1,27,1.1,35,0.4,2500,"hot,coastal",26,33,238560,59640,298200,0.6,0.03,0,1,0,1,51
Bokaro,Commercial,18,south,1650,high,215,1.6,0.36,48,yes,A2,glass,required,high,hot,29,70,1200,high,M136,glass,laminated,179,40,1,0.33,37,B,28,1,36,0.4,2450,hot,30,30,295350,66000,361350,0.6,0.03,1,1,0,1,71
Davangere,Hospital,11,east,1225,medium,160,1.5,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,medium,M98,metal,galvanized,60,30,3.1,0,0,C,23,2,32,0.7,2650,moderate,38,32,73500,36750,110250,1.6,0.28,1,1,0,1,56
Amritsar,Residential,10,north,900,low,90,2.3,0.5,58,no,B,stone,required,avg,hot,29,70,980,medium,M47,stone,granite,112,28,1.9,0,0,A2,35,0.6,30,1.1,2600,hot,18,50,100800,25200,126000,0.4,0.5,0,1,0,1,48
Chikmagalur,Residential,10,north,975,medium,145,2.2,0.5,56,no,B,louvers,not required,avg,moderate,23,76,1850,low,M101,louvers,aluminum,112,29,3.6,0,0,C,19,2.6,30,0.8,2780,"cold,moderate",44,30,109200,28275,137475,1.4,0.5,1,0,0,1,44
Hospet,Commercial,18,south,1625,high,215,1.7,0.4,48,yes,A2,glass,required,high,hot,29,64,800,high,M96,glass,reflective,102,45,1,0.34,42,B,27,1.3,36,0.3,2480,"hot,coastal",45,36,165750,73125,238875,0.7,0.06,1,1,0,1,69
Davangere,Hospital,11,east,1225,medium,160,1.5,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,medium,M98,metal,galvanized,60,30,3.1,0,0,C,23,2,32,0.7,2650,moderate,38,32,73500,36750,110250,1.6,0.28,1,1,0,1,56
Hoshiarpur,Hospital,14,east,1400,medium,180,1.5,0.27,38,yes,A1,metal,required,high,moderate,26,73,1000,high,M52,metal,galvanized,96,36,3.3,0,0,A1,23,2,32,0.4,2700,coastal,35,28,134400,50400,184800,1.8,0.27,1,1,1,0,66
Mysore,Residential,9,north,750,low,75,2.4,0.55,62,no,B,stone,required,avg,moderate,23,62,1100,medium,M27,stone,quartz,106,29,1.85,0,0,C,38,0.6,27,1.1,2550,"hot,coastal",18,48,79500,21750,101250,0.55,0.55,0,1,0,0,35
Bangalore,Industrial,5,west,600,medium,120,2,0.45,55,no,C,composite,required,low,moderate,24,60,900,medium,M4,composite,acp,43,30,1.8,0,0,B,15,1.5,30,2,1800,moderate,30,20,25800,18000,43800,0.2,0.45,1,0,0,1,61
Coimbatore,Industrial,7,west,650,medium,115,2.1,0.48,55,no,C,composite,not required,avg,hot,28,68,1400,high,M29,composite,fiber,87,24,2.2,0,0,C,20,1.2,30,2.1,1650,moderate,22,25,56550,15600,72150,0.1,0.48,1,0,1,0,72
Akola,Industrial,5,west,580,low,98,2.6,0.57,63,no,C,composite,not required,avg,hot,28,65,850,medium,M144,composite,fiber cement,84,24,2.3,0,0,A2,21,1.3,30,1.6,1700,moderate,23,27,48720,13920,62640,0.3,0.57,1,0,0,0,48
Alleppey,Industrial,4,west,450,low,98,2.9,0.59,66,no,C,terracotta,required,low,hot,28,78,2200,medium,M182,terracotta,panel,139,35,2.9,0,0,C,34,1,29,3.2,2150,hot,16,46,62550,15750,78300,0,0.59,0,1,1,1,72
Patna,Residential,10,north,750,low,65,2.8,0.6,70,no,B,metal,not required,low,moderate,27,70,1400,low,M18,metal,stainless,80,18,2.9,0,0,C,50,0.3,30,0.2,8000,"moderate,cold",50,60,60000,13500,73500,0.1,0.6,0,1,0,1,50
Kadapa,Residential,7,north,675,low,85,2.8,0.59,65,no,B,composite,not required,avg,hot,28,68,750,medium,M213,composite,hpl,53,24,2.05,0,0,A2,20,1.5,34,1.9,1650,moderate,27,25,35775,16200,51975,0.75,0.59,1,0,0,0,42
Kolkata,Commercial,20,south,2000,high,200,1.6,0.35,50,yes,A2,glass,required,high,hot,27,80,1600,high,M5,glass,igu,126,45,1.1,0.3,55,B,28,1,38,0.3,2400,"hot,coastal",20,35,252000,90000,342000,0.5,0.05,1,1,0,1,72
Hubli,Commercial,22,south,2125,high,235,1.6,0.35,49,yes,A2,louvers,not required,high,hot,27,69,1100,high,M13,metal,louvers,104,27,3.2,0,0,B,26,2.5,31,0.6,2800,"hot,moderate",32,30,221000,57375,278375,1.6,0.35,1,1,0,1,55
Gorakhpur,Commercial,12,south,1300,medium,150,1.6,0.39,48,yes,A2,glass,required,high,moderate,26,68,980,medium,M32,glass,low-e,163,42,1.2,0.36,50,C,27,1,34,0.4,2500,coastal,23,32,211900,54600,266500,0.4,0.03,0,1,0,0,44
Chennai,Hospital,10,east,1500,high,250,1.5,0.3,40,yes,A1,metal,not required,high,hot,30,70,1200,high,M3,metal,aluminum,53,35,3.5,0,0,C,20,2,32,0.8,2700,"hot,coastal",40,25,79500,52500,132000,2,0.3,1,1,0,1,56
Malda,Industrial,5,west,475,low,105,2.5,0.56,60,no,C,stone,required,avg,hot,28,72,900,medium,M139,stone,granite,99,25,2,0,0,A2,40,0.6,28,1.9,2200,hot,20,50,47025,11875,58900,0.5,0.56,1,1,0,1,65
Bellary,Residential,6,north,575,low,75,2.6,0.57,63,no,B,terracotta,required,low,hot,28,60,700,medium,M97,terracotta,cladding,100,33,2.9,0,0,C,36,0.9,29,3,1980,hot,16,44,57500,18975,76475,0.3,0.57,0,1,0,1,48
Patna,Residential,10,north,750,low,65,2.8,0.6,70,no,B,metal,not required,low,moderate,27,70,1400,low,M18,metal,stainless,118,18,2.9,0,0,B,50,0.3,30,0.2,8000,"moderate,cold",50,60,88500,13500,102000,0.1,0.6,0,1,1,1,70
Latur,Industrial,6,west,575,medium,120,2.3,0.52,59,no,C,metal,not required,low,hot,30,59,650,high,M23,metal,acp,23,36,3,0,0,C,22,2,33,0.7,2900,coastal,36,26,13225,20700,33925,0.7,0.52,1,0,1,0,63
